property_name,areaWithType,square_feet,transaction,status,floor,furnishing,price_per_sqft,num_floor,price_lakh,bhk
4 BHK Apartment for Sale in Vesu Surat,Super Area,2913.0,New Property,Possession,5,Unfurnished,5454.0,13,158.0,4.0
5 BHK Apartment for Sale in Vesu Canal Road Surat,Super Area,6404.0,New Property,Possession,16,Unfurnished,7800.0,19,499.0,5.0
4 BHK Apartment for Sale in Piplod Surat,Carpet Area,2085.0,New Property,Possession,17,Unfurnished,8599.0,19,326.0,4.0
4 BHK Penthouse for Sale in VIP Road Surat,Carpet Area,2000.0,New Property,Ready to Move,7,Unfurnished,7500.0,18,300.0,4.0
"4 BHK Apartment for Sale in Baghban The Lifestyle, Pal Surat",Super Area,3600.0,New Property,Possession,7,Unfurnished,5600.0,13,200.99999999999997,4.0
4 BHK  House for Sale in Jahangirabad Surat,Super Area,1656.0,Resale,Ready to Move,0,Semi-Furnished,9118.0,3,151.0,4.0
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",Carpet Area,2248.0,New Property,Ready to Move,10,Unfurnished,7791.0,20,323.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,2831.0,New Property,Possession,8,Unfurnished,5334.0,13,151.0,4.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2500.0,Resale,Ready to Move,5,Unfurnished,5687.0,15,217.0,4.0
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",Super Area,3420.0,New Property,Ready to Move,7,Unfurnished,5191.0,13,177.0,4.0
"5 BHK Apartment for Sale in Veer Supremus, Pal Surat",Super Area,4378.0,Resale,Possession,6,Unfurnished,5733.0,12,250.99999999999997,5.0
"4 BHK Apartment for Sale in aventis ofira, Vesu Surat",Super Area,3882.0,Resale,Ready to Move,5,Semi-Furnished,6981.0,13,271.0,4.0
"4 BHK Apartment for Sale in Vesu Point, Vesu Surat",Carpet Area,1750.0,New Property,Ready to Move,9,Unfurnished,5500.0,14,173.0,4.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2500.0,New Property,Possession,6,Unfurnished,6111.0,12,152.0,3.0
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5124.0,New Property,Possession,6,Unfurnished,7100.0,12,363.0,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3800.0,New Property,Possession,6,Unfurnished,6000.0,13,227.99999999999997,4.0
5 BHK Penthouse for Sale in Pal Surat,Super Area,4370.0,New Property,Possession,20,Unfurnished,6178.0,20,270.0,5.0
5 BHK Penthouse for Sale in New citylight Surat,Super Area,9000.0,New Property,Possession,11,Unfurnished,8000.0,12,720.0,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3551.0,New Property,Possession,8,Unfurnished,6421.0,12,227.99999999999997,4.0
"4 BHK Apartment for Sale in Baghban The Lifestyle, Pal Surat",Super Area,3513.0,New Property,Possession,5,Unfurnished,5454.0,13,191.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,4000.0,Resale,Ready to Move,4,Unfurnished,6300.0,20,252.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3500.0,New Property,Possession,5,Unfurnished,6000.0,13,210.0,4.0
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,New Property,Possession,5,Unfurnished,7000.0,20,280.0,4.0
"4 BHK Apartment for Sale in Rajhans Eronzza, Vesu Surat",Super Area,3350.0,New Property,Possession,9,Unfurnished,6418.0,20,215.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3818.0,New Property,Possession,5,Unfurnished,5151.0,13,196.0,4.0
4 BHK Apartment for Sale in Rundh Surat,Super Area,4158.0,Resale,Possession,1,Unfurnished,8000.0,10,332.0,4.0
2 BHK  House for Sale in Citylight Area Surat,Super Area,4878.0,Resale,Ready to Move,0,Furnished,15556.0,2,758.0,2.0
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1289.0,Resale,Ready to Move,1,Furnished,7463.0,10,175.0,3.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1800.0,Resale,Ready to Move,7,Unfurnished,4649.0,12,172.0,4.0
"4 BHK Apartment for Sale in Veer Supremus, Pal Surat",Super Area,2855.0,New Property,Possession,7,Unfurnished,5800.0,13,165.0,4.0
"4 BHK Apartment for Sale in DMD Cosmos, Vesu Surat",Carpet Area,1460.0,New Property,Ready to Move,13,Unfurnished,5989.0,13,159.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3200.0,New Property,Possession,9,Unfurnished,6031.0,13,193.0,4.0
"3 BHK Apartment for Sale in Sangini Shyam, Vesu Surat",Super Area,2890.0,Resale,Ready to Move,9,Furnished,6920.0,12,200.0,3.0
"3 BHK Apartment for Sale in Rajhans Zorista, Vesu Surat",Super Area,2735.0,New Property,Possession,4,Unfurnished,6049.0,12,165.0,3.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2064.0,New Property,Possession,10,Unfurnished,6318.0,20,237.0,4.0
3 BHK Apartment for Sale in Bharthana Surat,Super Area,2570.0,New Property,Possession,4,Unfurnished,6600.0,13,169.0,3.0
"4 BHK Penthouse for Sale in Surya Signature, Vesu Surat",Super Area,5800.0,New Property,Possession,6,Unfurnished,9517.0,18,552.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,4200.0,New Property,Possession,6,Unfurnished,6000.0,13,252.0,4.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3770.0,New Property,Possession,6,Unfurnished,6101.0,19,229.99999999999997,4.0
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3250.0,New Property,Possession,6,Unfurnished,4752.0,13,154.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3850.0,New Property,Ready to Move,6,Unfurnished,7500.0,12,288.0,4.0
"4 BHK Apartment for Sale in Aston Aroma, Pal Surat",Super Area,3294.0,New Property,Possession,5,Unfurnished,4950.0,13,163.0,4.0
5 BHK Apartment for Sale in Vesu Surat,Carpet Area,3065.0,New Property,Possession,2,Unfurnished,9882.0,12,550.0,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3153.0,New Property,Ready to Move,5,Unfurnished,4884.0,13,154.0,4.0
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,New Property,Possession,5,Unfurnished,7125.0,20,285.0,4.0
"4 BHK Apartment for Sale in Rajhans Royalton, Vesu Surat",Super Area,5500.0,Resale,Ready to Move,9,Unfurnished,6364.0,13,350.0,4.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2742.0,New Property,Possession,5,Unfurnished,6300.0,13,172.0,3.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3551.0,New Property,Possession,7,Unfurnished,6402.0,12,227.0,4.0
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,3636.0,New Property,Possession,5,Unfurnished,7178.0,10,261.0,4.0
5 BHK Apartment for Sale in VIP Road Surat,Carpet Area,2942.0,New Property,Ready to Move,7,Unfurnished,6552.0,12,350.0,5.0
"4 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",Super Area,4000.0,New Property,Possession,8,Unfurnished,4500.0,14,180.0,4.0
"4 BHK Apartment for Sale in Pramukh Ananta, Vesu Surat",Carpet Area,1900.0,New Property,Ready to Move,11,Unfurnished,5710.0,13,197.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3200.0,New Property,Possession,9,Unfurnished,5938.0,13,190.0,4.0
"4 BHK Apartment for Sale in Avantis Ofira Posh, Bharthana Surat",Super Area,4590.0,New Property,Ready to Move,2,Unfurnished,5708.0,13,262.0,4.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1778.0,New Property,Possession,5,Unfurnished,4763.0,12,154.0,4.0
4 BHK Apartment for Sale in Citylight Area Surat,Super Area,5500.0,New Property,Possession,9,Unfurnished,8191.0,18,450.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3800.0,New Property,Possession,5,Unfurnished,6300.0,12,239.0,4.0
3 BHK Apartment for Sale in Dumas Road Surat,Super Area,3450.0,New Property,Possession,6,Unfurnished,4500.0,12,155.0,3.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2700.0,New Property,Ready to Move,5,Unfurnished,6000.0,13,162.0,3.0
5 BHK Penthouse for Sale in Pal Surat,Super Area,4000.0,New Property,Possession,12,Unfurnished,4988.0,13,199.0,5.0
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,3000.0,Resale,Ready to Move,7,Furnished,10909.0,10,430.99999999999994,4.0
"4 BHK Apartment for Sale in Sangini Aura, Pal Surat",Super Area,3261.0,New Property,Possession,6,Unfurnished,5501.0,13,179.0,4.0
6 BHK Apartment for Sale in Piplod Surat,Super Area,10300.0,New Property,Possession,17,Unfurnished,9800.0,18,1009.0,6.0
3 BHK Apartment for Sale in Vesu Canal Road Surat,Super Area,2741.0,New Property,Possession,7,Unfurnished,6050.0,13,165.0,3.0
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5000.0,New Property,Possession,5,Unfurnished,7000.0,20,350.0,5.0
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,7150.0,New Property,Ready to Move,8,Unfurnished,7790.0,14,557.0,5.0
3 BHK Apartment for Sale in Euphoria Surat,Super Area,2565.0,New Property,Possession,4,Unfurnished,6570.0,13,168.0,3.0
5 BHK  House for Sale in New citylight Surat,Super Area,1440.0,Resale,Ready to Move,0,Furnished,19097.0,2,275.0,5.0
"4 BHK Apartment for Sale in Central Park, Pal Surat",Super Area,3770.0,New Property,Possession,7,Unfurnished,5850.0,13,220.00000000000003,4.0
"5 BHK  House for Sale in Narayan Coral Heights, Jahangirabad Surat",Super Area,1656.0,New Property,Ready to Move,0,Semi-Furnished,9118.0,3,151.0,5.0
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Carpet Area,1650.0,New Property,Possession,9,Unfurnished,5500.0,13,165.0,4.0
4 BHK  House for Sale in Adajan Surat,Super Area,1458.0,Resale,Ready to Move,1,Semi-Furnished,17901.0,1,261.0,4.0
"4 BHK Apartment for Sale in Agastya, Vesu Surat",Super Area,3336.0,New Property,Possession,8,Unfurnished,6651.0,12,221.0,4.0
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Super Area,3285.0,New Property,Ready to Move,5,Unfurnished,5751.0,13,188.0,4.0
"3 BHK Apartment for Sale in Avantis Ofira Siesta, VIP Road Surat",Super Area,2800.0,New Property,Ready to Move,3,Unfurnished,6000.0,13,168.0,3.0
4 BHK Apartment for Sale in Adajan Surat,Carpet Area,1688.0,New Property,Possession,9,Unfurnished,5550.0,12,170.0,4.0
4 BHK Apartment for Sale in Avadh Elrica Surat,Super Area,4400.0,New Property,Possession,5,Unfurnished,7600.0,13,334.0,4.0
5 BHK Apartment for Sale in Vesu Surat,Super Area,5000.0,New Property,Possession,5,Unfurnished,6300.0,12,315.0,5.0
4 BHK Apartment for Sale in Dumas Road Surat,Super Area,4000.0,New Property,Possession,7,Unfurnished,4500.0,12,180.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,4500.0,New Property,Ready to Move,7,Unfurnished,6000.0,13,270.0,4.0
"4 BHK Penthouse for Sale in Shivam Shubham Sky, Pal Surat",Super Area,3800.0,New Property,Possession,12,Unfurnished,5000.0,13,190.0,4.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3636.0,New Property,Ready to Move,7,Unfurnished,6500.0,12,236.0,4.0
"4 BHK Apartment for Sale in Raghuvir Spelito, Vesu Surat",Super Area,3401.0,New Property,Possession,5,Unfurnished,5601.0,13,190.0,4.0
6 BHK Penthouse for Sale in Piplod Surat,Super Area,8300.0,New Property,Possession,17,Unfurnished,9795.0,18,813.0000000000001,6.0
5 BHK Penthouse for Sale in Pal Surat,Super Area,5700.0,New Property,Possession,13,Unfurnished,6500.0,13,370.0,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3200.0,New Property,Possession,5,Unfurnished,5850.0,11,187.0,4.0
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,3047.0,New Property,Possession,9,Unfurnished,5907.0,13,180.0,4.0
3 BHK  House for Sale in Citylight Area Surat,Super Area,1620.0,Resale,Ready to Move,0,Furnished,40358.0,2,653.0,3.0
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",Carpet Area,1953.0,New Property,Ready to Move,5,Unfurnished,6570.0,13,233.0,4.0
"5 BHK Apartment for Sale in Roongta Estella, Vesu Surat",Super Area,6000.0,New Property,Possession,7,Unfurnished,7167.0,13,430.0,5.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Super Area,3500.0,Resale,Possession,6,Unfurnished,5700.0,12,199.0,4.0
"5 BHK  House for Sale in Narayan Coral Heights, Jahangirabad Surat",Super Area,1638.0,New Property,Ready to Move,0,Semi-Furnished,9219.0,3,151.0,5.0
"4 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",Carpet Area,2310.0,New Property,Possession,8,Unfurnished,5714.0,13,240.0,4.0
"4 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,3047.0,New Property,Ready to Move,8,Unfurnished,5940.0,12,181.0,4.0
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",Super Area,3420.0,New Property,Ready to Move,7,Unfurnished,5526.0,13,189.0,4.0
"3 BHK Apartment for Sale in Sangini Shyam, Vesu Surat",Super Area,2450.0,Resale,Ready to Move,9,Furnished,7347.0,12,180.0,3.0
4 BHK Apartment for Sale in Adajan Surat,Carpet Area,2238.0,New Property,Possession,9,Unfurnished,6100.0,13,248.0,4.0
3 BHK Apartment for Sale in VIP Road Surat,Carpet Area,1371.0,New Property,Possession,4,Unfurnished,6251.0,13,155.0,3.0
5 BHK Apartment for Sale in VIP Road Surat,Super Area,4200.0,New Property,Possession,5,Unfurnished,7600.0,12,319.0,5.0
4 BHK Apartment for Sale in Dumas Road Surat,Super Area,4200.0,New Property,Possession,7,Unfurnished,4500.0,12,189.0,4.0
"5 BHK Penthouse for Sale in Veer Swastik Sky, Pal Surat",Super Area,4600.0,New Property,Possession,12,Unfurnished,5000.0,13,229.99999999999997,5.0
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,3275.0,Resale,Ready to Move,8,Unfurnished,6875.0,12,275.0,4.0
"4 BHK Apartment for Sale in Veer Supremus, Pal Surat",Super Area,3067.0,New Property,Possession,7,Unfurnished,5850.0,13,179.0,4.0
4 BHK Apartment for Sale in Piplod Surat,Super Area,4500.0,New Property,Possession,3,Unfurnished,8311.0,18,374.0,4.0
5 BHK  House for Sale in Pal Surat,Carpet Area,2646.0,New Property,Ready to Move,3,Unfurnished,6425.0,3,170.0,5.0
"4 BHK Apartment for Sale in Bblossom The Presidency, VIP Road Surat",Super Area,3400.0,New Property,Possession,5,Unfurnished,5294.0,12,180.0,4.0
"3 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",Super Area,3000.0,Resale,Possession,7,Unfurnished,6500.0,12,195.0,3.0
"3 BHK Apartment for Sale in Ascon Surya Green View, Vesu Surat",Super Area,3000.0,Resale,Ready to Move,5,Unfurnished,8000.0,12,240.0,3.0
5 BHK Apartment for Sale in Vesu Surat,Carpet Area,3250.0,New Property,Possession,5,Unfurnished,7500.0,19,442.0,5.0
"4 BHK Apartment for Sale in Roongta Estella, Vesu Surat",Super Area,4050.0,New Property,Possession,5,Unfurnished,7284.0,13,295.0,4.0
"3 BHK Apartment for Sale in Samprati Palace, Vesu Surat",Super Area,2650.0,Resale,Ready to Move,11,Unfurnished,6500.0,12,172.0,3.0
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Carpet Area,1760.0,New Property,Ready to Move,7,Unfurnished,6000.0,13,192.0,4.0
5 BHK  House for Sale in Adajan Surat,Super Area,2700.0,New Property,Ready to Move,0,Semi-Furnished,12259.0,3,331.0,5.0
"3 BHK Apartment for Sale in Aarambh, Vesu Surat",Super Area,2700.0,New Property,Ready to Move,9,Unfurnished,5600.0,12,151.0,3.0
"4 BHK Apartment for Sale in Samprati Palace, Vesu Surat",Super Area,3369.0,Resale,Ready to Move,9,Unfurnished,6708.0,12,225.99999999999997,4.0
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",Super Area,3577.0,New Property,Ready to Move,4,Unfurnished,6500.0,13,231.99999999999997,4.0
"4 BHK Apartment for Sale in Vaishnodevi Kingston, Pal Surat",Carpet Area,1985.0,New Property,Ready to Move,6,Unfurnished,4532.0,12,155.0,4.0
4 BHK Apartment for Sale in Piplod Surat,Carpet Area,1680.0,New Property,Possession,10,Unfurnished,6390.0,13,188.0,4.0
4 BHK Apartment for Sale in VIP Road Surat,Super Area,4000.0,New Property,Possession,4,Unfurnished,7600.0,12,304.0,4.0
5 BHK Apartment for Sale in Vesu Surat,Super Area,5000.0,New Property,Possession,6,Unfurnished,6000.0,12,300.0,5.0
6 BHK  House for Sale in Piplod Surat,Super Area,1512.0,New Property,Ready to Move,0,Unfurnished,26455.0,3,400.0,6.0
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Super Area,2962.0,New Property,Possession,7,Unfurnished,5991.0,12,177.0,4.0
4 BHK Apartment for Sale in Dumas Road Surat,Super Area,3581.0,New Property,Possession,9,Unfurnished,5613.0,13,200.99999999999997,4.0
"5 BHK Apartment for Sale in Casa Rivera, Pal Surat",Super Area,6300.0,Resale,Ready to Move,16,Unfurnished,7523.0,20,473.00000000000006,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3075.0,New Property,Possession,2,Unfurnished,5991.0,19,184.0,4.0
4 BHK Apartment for Sale in Pal Surat,Super Area,3261.0,New Property,Possession,5,Unfurnished,5652.0,10,184.0,4.0
"4 BHK Apartment for Sale in Atmosphere Green, Vesu Surat",Super Area,3400.0,New Property,Possession,5,Unfurnished,5800.0,12,197.0,4.0
"4 BHK Apartment for Sale in Avadh Miliana, Vesu Surat",Super Area,5500.0,New Property,Possession,5,Unfurnished,7191.0,12,395.0,4.0
"4 BHK Apartment for Sale in Agastya, Vesu Surat",Super Area,3336.0,New Property,Possession,6,Unfurnished,7050.0,12,235.0,4.0
"4 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",Super Area,3000.0,Resale,Possession,6,Unfurnished,6500.0,20,195.0,4.0
"4 BHK Apartment for Sale in Unison Crest, Vesu Surat",Super Area,4600.0,New Property,Possession,2,Unfurnished,7002.0,10,322.0,4.0
"4 BHK  House for Sale in Vatsalya Bungalows, Vesu Surat",Super Area,1503.0,Resale,Ready to Move,0,Furnished,19960.0,3,300.0,4.0
5 BHK Apartment for Sale in Vesu Surat,Carpet Area,3000.0,New Property,Ready to Move,8,Unfurnished,6600.0,12,363.0,5.0
"4 BHK Apartment for Sale in Shyam Palace, Vesu Surat",Super Area,3515.0,Resale,Ready to Move,5,Furnished,7112.0,12,250.0,4.0
"4 BHK Apartment for Sale in Superia Sky Superia, Vesu Surat",Carpet Area,1634.0,New Property,Ready to Move,16,Unfurnished,5600.0,20,166.0,4.0
4 BHK  House for Sale in Adajan Surat,Super Area,2000.0,Resale,Ready to Move,0,Semi-Furnished,9000.0,2,180.0,4.0
"4 BHK Apartment for Sale in Aarambh, Vesu Surat",Super Area,3700.0,New Property,Ready to Move,10,Unfurnished,5600.0,12,206.99999999999997,4.0
"4 BHK Apartment for Sale in Samprati Palace, Vesu Surat",Carpet Area,1855.0,Resale,Ready to Move,9,Unfurnished,6706.0,12,225.99999999999997,4.0
"4 BHK Apartment for Sale in Savan Superia, Althan Surat",Super Area,3671.0,New Property,Ready to Move,16,Unfurnished,5200.0,18,190.0,4.0
"4 BHK Apartment for Sale in Central Park, Adajan Surat",Carpet Area,2063.0,New Property,Possession,15,Unfurnished,5750.0,19,215.0,4.0
4 BHK Apartment for Sale in Abhva Surat,Super Area,3400.0,New Property,Possession,5,Unfurnished,5751.0,12,195.0,4.0
"5 BHK Apartment for Sale in DMD Park, Vesu Surat",Super Area,4675.0,New Property,Possession,7,Unfurnished,6802.0,12,318.0,5.0
3 BHK Apartment for Sale in Vesu Surat,Super Area,2500.0,New Property,Possession,7,Unfurnished,6000.0,13,150.0,3.0
"4 BHK Apartment for Sale in Shree Ram Supath Enclave, Adajan Surat",Super Area,3707.0,New Property,Ready to Move,7,Unfurnished,4700.0,13,174.0,4.0
5 BHK Apartment for Sale in Vesu Surat,Super Area,4351.0,New Property,Ready to Move,8,Unfurnished,6500.0,12,282.0,5.0
"4 BHK Apartment for Sale in Central Park, Pal Surat",Super Area,3770.0,New Property,Possession,5,Unfurnished,5850.0,13,220.00000000000003,4.0
"4 BHK Apartment for Sale in Millionaires Avenue, Vesu Surat",Super Area,3113.0,Resale,Ready to Move,7,Unfurnished,6200.0,14,193.0,4.0
3 BHK Apartment for Sale in VIP Road Surat,Super Area,2500.0,New Property,Possession,5,Unfurnished,6480.0,13,162.0,3.0
"4 BHK Apartment for Sale in Rajhans Eronzza, Vesu Surat",Super Area,3500.0,Resale,Possession,12,Unfurnished,7457.0,19,261.0,4.0
"4 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",Super Area,3600.0,New Property,Possession,10,Unfurnished,4500.0,12,162.0,4.0
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",Super Area,3150.0,New Property,Possession,5,Unfurnished,6490.0,18,204.0,4.0
"6 BHK Apartment for Sale in Avadh Classima, Rundh Surat",Carpet Area,6475.0,New Property,Possession,2,Unfurnished,11892.0,13,1400.0,6.0
"4 BHK Apartment for Sale in Raghuvir Spelito, Vesu Surat",Super Area,3401.0,New Property,Possession,1,Unfurnished,5601.0,12,190.0,4.0
"4 BHK Apartment for Sale in Swagat Rasik Villa, Vesu Surat",Super Area,3851.0,Resale,Ready to Move,12,Furnished,5059.0,13,194.0,4.0
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",Carpet Area,1733.0,New Property,Ready to Move,5,Unfurnished,5400.0,13,170.0,4.0
"4 BHK Apartment for Sale in Avadh Miliana, Vesu Surat",Super Area,5500.0,New Property,Possession,9,Unfurnished,7200.0,12,396.0,4.0
"3 BHK Apartment for Sale in Aarambh, Vesu Surat",Super Area,2705.0,New Property,Ready to Move,5,Unfurnished,5582.0,13,151.0,3.0
"4 BHK Apartment for Sale in Pratham Ganesa, Pal Gam Surat",Carpet Area,1778.0,New Property,Ready to Move,6,Unfurnished,5100.0,11,164.0,4.0
4 BHK Apartment for Sale in Magdalla Surat,Super Area,3400.0,New Property,Possession,6,Unfurnished,5700.0,13,193.0,4.0
"3 BHK Apartment for Sale in DMD Aura, Vesu Surat",Super Area,2359.0,New Property,Possession,5,Unfurnished,6486.0,12,153.0,3.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,3500.0,New Property,Possession,6,Unfurnished,5714.0,13,200.0,4.0
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2000.0,New Property,Possession,6,Unfurnished,6000.0,12,210.0,4.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,2585.0,Resale,Ready to Move,5,Furnished,8265.0,11,281.0,3.0
"5 BHK Apartment for Sale in Central Park, Pal Surat",Super Area,6400.0,New Property,Possession,5,Unfurnished,5850.0,13,374.0,5.0
"4 BHK Apartment for Sale in Surya Landmark, Vesu Surat",Super Area,5460.0,Resale,Ready to Move,2,Unfurnished,8242.0,12,450.0,4.0
"4 BHK Apartment for Sale in Agastya, Vesu Surat",Super Area,3550.0,New Property,Possession,7,Unfurnished,6691.0,12,237.0,4.0
"3 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",Super Area,2829.0,New Property,Ready to Move,3,Unfurnished,6696.0,19,189.0,3.0
"4 BHK Apartment for Sale in Sangini Arise, Bharthana Surat",Super Area,4350.0,Resale,Ready to Move,5,Unfurnished,7800.0,19,339.0,4.0
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",Super Area,2582.0,New Property,Ready to Move,5,Unfurnished,6000.0,11,154.0,3.0
"4 BHK Apartment for Sale in Bblossom The Presidency, VIP Road Surat",Carpet Area,1909.0,New Property,Possession,5,Unfurnished,5450.0,12,189.0,4.0
"4 BHK Apartment for Sale in Royal Paradise, Vesu Surat",Super Area,3400.0,Resale,Ready to Move,11,Unfurnished,5735.0,13,195.0,4.0
"4 BHK Apartment for Sale in Shyam Shree Niketan, Vesu Surat",Super Area,2870.0,Resale,Ready to Move,4,Furnished,8711.0,10,250.0,4.0
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Super Area,2580.0,Resale,Ready to Move,1,Unfurnished,6700.0,12,172.0,3.0
"4 BHK Apartment for Sale in Unison Crest, Vesu Surat",Carpet Area,2530.0,New Property,Ready to Move,7,Unfurnished,6851.0,9,315.0,4.0
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",Super Area,3400.0,New Property,Possession,10,Unfurnished,5700.0,13,193.0,4.0
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",Super Area,3153.0,Resale,Ready to Move,11,Unfurnished,5503.0,13,173.0,4.0
"4 BHK Apartment for Sale in Rajhans Eronzza, Vesu Surat",Super Area,3350.0,New Property,Possession,7,Unfurnished,6591.0,14,220.00000000000003,4.0
"4 BHK Apartment for Sale in Vaishnodevi Kingston, Adajan Surat",Carpet Area,1983.0,Resale,Ready to Move,7,Unfurnished,4474.0,12,153.0,4.0
5 BHK Apartment for Sale in Piplod Surat,Super Area,5500.0,New Property,Possession,5,Unfurnished,7291.0,13,401.0,5.0
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",Super Area,3510.0,New Property,Possession,7,Unfurnished,6809.0,12,239.0,4.0
4 BHK Apartment for Sale in Dumas Road Surat,Super Area,3500.0,New Property,Possession,7,Unfurnished,4500.0,12,157.0,4.0
5 BHK Apartment for Sale in Pal Surat,Carpet Area,3200.0,New Property,Possession,4,Unfurnished,6136.0,13,270.0,5.0
4 BHK Apartment for Sale in Vesu Surat,Super Area,4545.0,Resale,Ready to Move,7,Furnished,8801.0,13,400.0,4.0
"4 BHK Apartment for Sale in Shivansh Heights, Adajan Surat",Super Area,3500.0,New Property,Possession,5,Unfurnished,5857.0,13,204.0,4.0
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,7150.0,Resale,Ready to Move,2,Unfurnished,12028.0,11,860.0,5.0
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",Super Area,2650.0,New Property,Possession,5,Unfurnished,6226.0,12,165.0,3.0
"3 BHK Apartment for Sale in Rajhans Zorista, Vesu Surat",Super Area,2750.0,New Property,Possession,5,Unfurnished,6051.0,12,166.0,3.0
"3 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",Super Area,2829.0,New Property,Ready to Move,5,Unfurnished,7070.0,20,200.0,3.0
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",Super Area,3113.0,New Property,Possession,5,Unfurnished,6660.0,12,206.99999999999997,4.0
"4 BHK Apartment for Sale in Milestone Pristine, Vesu Surat",Super Area,4436.0,New Property,Possession,4,Unfurnished,5850.0,12,259.0,4.0
"6 BHK Apartment for Sale in Cellestial Dreams, Vesu Surat",Super Area,9962.0,Resale,Ready to Move,2,Unfurnished,6500.0,13,647.0,6.0
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",Carpet Area,1624.0,New Property,Ready to Move,5,Unfurnished,6102.0,11,180.0,3.0
"4 BHK Apartment for Sale in Ashirwad palace New triveni society, Katar Gam Surat",Carpet Area,1860.0,Resale,Ready to Move,7,Unfurnished,6333.0,13,190.0,4.0
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",Super Area,7150.0,New Property,Ready to Move,8,Unfurnished,7800.0,12,557.0,5.0
