property_name,areaWithType,square_feet,transaction,status,floor,furnishing,price_per_sqft,num_floor,price_lakh,bhk
"2 BHK Apartment for Sale in Swapna Srusthi Residency Plots, Bhestan Surat",Carpet Area,850.0,Resale,Ready to Move,3,Unfurnished,2731.0,5,23.2,2.0
2 BHK Builder Floor for Sale in Nan Pura Surat,Super Area,1000.0,Resale,Ready to Move,4,Furnished,3500.0,4,35.0,2.0
"2 BHK Apartment for Sale in Gordhan Green Valley, Dindoli Surat",Super Area,1064.0,New Property,Ready to Move,3,Unfurnished,3289.0,5,35.0,2.0
2 BHK  House for Sale in Parvat Patiya Surat,Carpet Area,1000.0,Resale,Ready to Move,3,Semi-Furnished,2667.0,3,20.0,2.0
2 BHK Builder Floor for Sale in Adajan Surat,Super Area,1025.0,Resale,Ready to Move,4,Semi-Furnished,3415.0,5,35.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1380.0,Resale,Ready to Move,2,Unfurnished,2862.0,4,39.5,2.0
1 BHK Apartment for Sale in indrajit Apartment near Milk Palace Surat,Carpet Area,530.0,Resale,Ready to Move,1,Unfurnished,2714.0,3,19.0,1.0
"1 BHK Apartment for Sale in Millenium Park, Dindoli Surat",Super Area,350.0,Resale,Ready to Move,4,Unfurnished,2857.0,4,10.0,1.0
1 BHK  House for Sale in Velanja Surat,Super Area,432.0,New Property,Ready to Move,0,Unfurnished,3009.0,1,13.0,1.0
2 BHK Apartment for Sale in Katar Gam Surat,Super Area,570.0,Resale,Ready to Move,4,Unfurnished,4423.0,4,25.2,2.0
"3 BHK Apartment for Sale in Pragati Nagar, Piplod Surat",Super Area,1355.0,Resale,Ready to Move,5,Unfurnished,3100.0,7,42.0,3.0
"1 BHK Builder Floor for Sale in Ambika Heaven, Dindoli, Surat Surat",Super Area,504.0,Resale,Ready to Move,2,Semi-Furnished,3571.0,5,18.0,1.0
2 BHK Apartment for Sale in L P Savani Surat,Super Area,1190.0,Resale,Ready to Move,3,Unfurnished,2353.0,4,28.0,2.0
2 BHK  House for Sale in Kim Surat,Super Area,700.0,Resale,Ready to Move,1,Unfurnished,2501.0,1,17.5,2.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1084.0,Resale,Ready to Move,5,Semi-Furnished,3090.0,5,33.5,2.0
1 BHK  House for Sale in Palsana Surat,Super Area,500.0,Resale,Ready to Move,0,Unfurnished,2400.0,1,12.0,1.0
2 BHK Apartment for Sale in divyam residency Surat,Carpet Area,800.0,Resale,Ready to Move,5,Unfurnished,2522.0,5,29.5,2.0
2 BHK  House for Sale in Olpad Surat,Carpet Area,650.0,New Property,Ready to Move,0,Unfurnished,3000.0,1,21.0,2.0
1 BHK Apartment for Sale in Sagrampura Surat,Super Area,710.0,Resale,Ready to Move,2,Semi-Furnished,2607.0,3,18.5,1.0
2 BHK  House for Sale in midium Surat,Carpet Area,600.0,Resale,Ready to Move,0,Unfurnished,3917.0,1,23.5,2.0
2 BHK Apartment for Sale in Sumul Dairy Road Surat,Super Area,1200.0,Resale,Ready to Move,4,Semi-Furnished,2500.0,4,30.0,2.0
3 BHK Apartment for Sale in Katargam Surat,Super Area,1500.0,Resale,Ready to Move,4,Semi-Furnished,3067.0,7,46.0,3.0
"2 BHK Apartment for Sale in Santvan Skyon, Palanpur Surat",Carpet Area,1173.0,Resale,Ready to Move,14,Unfurnished,4007.0,14,47.0,2.0
"2 BHK Apartment for Sale in Shagun Residency, Jahangir Pura Surat",Super Area,1228.0,Resale,Ready to Move,2,Semi-Furnished,2850.0,5,35.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,1050.0,Resale,Ready to Move,4,Unfurnished,3333.0,4,35.0,2.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Carpet Area,485.0,Resale,Ready to Move,11,Unfurnished,3333.0,13,20.0,2.0
2 BHK Apartment for Sale in Kadodara Surat,Carpet Area,650.0,Resale,Ready to Move,2,Unfurnished,2346.0,5,16.0,2.0
1 BHK Builder Floor for Sale in Amroli Surat,Super Area,565.0,Resale,Ready to Move,4,Semi-Furnished,2124.0,5,12.0,1.0
2 BHK Apartment for Sale in Dahin Nagar Surat,Super Area,1075.0,Resale,Ready to Move,1,Semi-Furnished,2791.0,6,30.0,2.0
2 BHK  House for Sale in Dindoli Surat,Super Area,492.0,Resale,Ready to Move,0,Semi-Furnished,5894.0,1,29.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,1147.0,Resale,Ready to Move,4,Furnished,3333.0,8,40.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1405.0,Resale,Ready to Move,4,Furnished,3203.0,4,45.0,2.0
1 BHK Builder Floor for Sale in Udhana Surat,Super Area,350.0,Resale,Ready to Move,4,Unfurnished,4857.0,5,17.0,1.0
1 BHK Apartment for Sale in Amroli Surat,Super Area,400.0,Resale,Ready to Move,4,Unfurnished,4125.0,5,16.5,1.0
3 BHK  House for Sale in Dindoli Surat,Super Area,1200.0,Resale,Ready to Move,0,Furnished,3500.0,3,42.0,3.0
1 BHK Apartment for Sale in Athwa Gate Surat,Carpet Area,715.0,Resale,Ready to Move,1,Semi-Furnished,2797.0,9,20.0,1.0
1 BHK Builder Floor for Sale in Varacha Surat,Super Area,450.0,Resale,Ready to Move,3,Semi-Furnished,2222.0,3,10.0,1.0
1 BHK Apartment for Sale in Dabholi Surat,Super Area,580.0,Resale,Ready to Move,8,Semi-Furnished,2759.0,8,16.0,1.0
2 BHK Apartment for Sale in Piplod Surat,Carpet Area,650.0,Resale,Ready to Move,3,Semi-Furnished,4000.0,4,34.0,2.0
2 BHK Builder Floor for Sale in Bardoli Surat,Super Area,1100.0,Resale,Ready to Move,3,Unfurnished,1455.0,6,16.0,2.0
1 BHK Builder Floor for Sale in Kamrej Surat,Super Area,710.0,Resale,Ready to Move,3,Unfurnished,1831.0,6,13.0,1.0
1 BHK Builder Floor for Sale in Pandesara Surat,Super Area,799.0,Resale,Ready to Move,1,Semi-Furnished,1627.0,5,13.0,1.0
2 BHK Apartment for Sale in Varachha Main Road Surat,Super Area,750.0,Resale,Ready to Move,1,Semi-Furnished,2667.0,5,20.0,2.0
1 BHK Builder Floor for Sale in Sachin Surat,Super Area,466.0,Resale,Ready to Move,1,Semi-Furnished,2253.0,5,10.5,1.0
2 BHK Apartment for Sale in Piplod Surat,Super Area,900.0,Resale,Ready to Move,1,Semi-Furnished,3501.0,7,31.5,2.0
2 BHK  House for Sale in Kim Surat,Super Area,800.0,Resale,Ready to Move,0,Unfurnished,2750.0,1,22.0,2.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,1260.0,Resale,Ready to Move,9,Furnished,3968.0,9,50.0,2.0
1 BHK Apartment for Sale in Trikamnagar 1 Surat,Super Area,500.0,Resale,Ready to Move,4,Semi-Furnished,3000.0,4,15.0,1.0
2 BHK Apartment for Sale in Katargam Surat,Carpet Area,500.0,Resale,Ready to Move,3,Unfurnished,2500.0,4,22.5,2.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,650.0,Resale,Ready to Move,4,Semi-Furnished,33081.0,4,20.5,2.0
1 BHK Apartment for Sale in Jahangir Pura Surat,Carpet Area,770.0,Resale,Ready to Move,5,Unfurnished,3532.0,14,27.2,1.0
3 BHK  House for Sale in 42 smit row house opp silicon flat parvat gam surat Surat,Super Area,432.0,Resale,Ready to Move,2,Furnished,11574.0,2,50.0,3.0
1 BHK Apartment for Sale in Gopi Pura Surat,Carpet Area,551.0,Resale,Ready to Move,2,Semi-Furnished,2632.0,5,14.5,1.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1300.0,Resale,Ready to Move,3,Semi-Furnished,3462.0,5,45.0,2.0
2 BHK Builder Floor for Sale in Nan Pura Surat,Super Area,1050.0,Resale,Ready to Move,2,Semi-Furnished,2571.0,6,27.0,2.0
1 BHK Builder Floor for Sale in Parvat Patiya Surat,Super Area,800.0,Resale,Ready to Move,2,Unfurnished,2500.0,6,20.0,1.0
1 BHK Apartment for Sale in Palan Pur Patiya Surat,Super Area,700.0,Resale,Ready to Move,3,Furnished,3501.0,5,24.5,1.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1200.0,Resale,Ready to Move,8,Furnished,2917.0,8,35.0,3.0
1 BHK Builder Floor for Sale in Palan Pur Patiya Surat,Super Area,700.0,Resale,Ready to Move,3,Unfurnished,1071.0,3,7.5,1.0
2 BHK  House for Sale in Kim Surat,Super Area,900.0,Resale,Ready to Move,0,Unfurnished,1167.0,1,10.5,2.0
2 BHK Apartment for Sale in Katar Gam Surat,Carpet Area,960.0,Resale,Ready to Move,2,Furnished,2604.0,4,25.0,2.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,1250.0,Resale,Ready to Move,1,Furnished,3200.0,4,40.0,2.0
1 BHK Apartment for Sale in Nanpura Surat,Carpet Area,625.0,New Property,Ready to Move,3,Semi-Furnished,2857.0,3,20.0,1.0
3 BHK Apartment for Sale in Muktanand Nagar Surat,Carpet Area,900.0,New Property,Ready to Move,0,Semi-Furnished,2909.0,13,32.0,3.0
2 BHK Apartment for Sale in Pasodara Surat,Carpet Area,635.0,Resale,Ready to Move,1,Furnished,2834.0,5,28.0,2.0
1 BHK Apartment for Sale in Parvat Patiya Surat,Super Area,600.0,Resale,Ready to Move,3,Furnished,3000.0,8,18.0,1.0
3 BHK Apartment for Sale in Ghod Dod Road Surat,Carpet Area,960.0,Resale,Ready to Move,1,Semi-Furnished,4167.0,3,50.0,3.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,960.0,Resale,Ready to Move,4,Unfurnished,2708.0,4,26.0,2.0
2 BHK Apartment for Sale in Godadara Surat,Carpet Area,1050.0,Resale,Ready to Move,8,Furnished,4234.0,9,29.0,2.0
3 BHK  House for Sale in Kamrej Surat,Carpet Area,315.0,New Property,Ready to Move,0,Unfurnished,11111.0,1,35.0,3.0
2 BHK  House for Sale in Palan Pur Patiya Surat,Carpet Area,900.0,Resale,Ready to Move,1,Unfurnished,2273.0,2,25.0,2.0
2 BHK Apartment for Sale in Bhatar Surat,Super Area,1100.0,Resale,Ready to Move,6,Semi-Furnished,4091.0,8,45.0,2.0
1 BHK Builder Floor for Sale in Jolva Surat,Super Area,555.0,Resale,Ready to Move,3,Unfurnished,1532.0,4,8.5,1.0
1 BHK Builder Floor for Sale in Rander Road Surat,Super Area,625.0,Resale,Ready to Move,3,Unfurnished,2720.0,5,17.0,1.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1275.0,Resale,Ready to Move,5,Furnished,3137.0,6,40.0,2.0
1 BHK Apartment for Sale in Nanpura Surat,Super Area,400.0,Resale,Ready to Move,9,Furnished,2500.0,9,10.0,1.0
2 BHK  House for Sale in Ramnagar Surat,Super Area,640.0,Resale,Ready to Move,0,Unfurnished,3125.0,3,20.0,2.0
2 BHK Apartment for Sale in Bhatar Surat,Super Area,1000.0,Resale,Ready to Move,3,Unfurnished,3800.0,4,38.0,2.0
2 BHK Builder Floor for Sale in Parvat Patiya Surat,Super Area,700.0,Resale,Ready to Move,2,Semi-Furnished,3143.0,3,22.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1252.0,Resale,Ready to Move,3,Semi-Furnished,2955.0,14,37.0,2.0
2 BHK Apartment for Sale in Dumbhal Surat,Super Area,925.0,Resale,Ready to Move,3,Semi-Furnished,2486.0,5,23.0,2.0
2 BHK Apartment for Sale in New citylight Surat,Carpet Area,900.0,Resale,Ready to Move,4,Semi-Furnished,3000.0,4,27.0,2.0
1 BHK Builder Floor for Sale in Dabholi Surat,Super Area,550.0,Resale,Ready to Move,1,Unfurnished,2000.0,4,11.0,1.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1100.0,Resale,Ready to Move,3,Unfurnished,3182.0,5,35.0,2.0
2 BHK Apartment for Sale in Udhana Darwaja Surat,Super Area,900.0,Resale,Ready to Move,1,Semi-Furnished,2667.0,3,24.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,486.0,Resale,Ready to Move,8,Unfurnished,2533.0,14,19.0,2.0
3 BHK Apartment for Sale in Dindoli Surat,Carpet Area,760.0,New Property,Possession,8,Unfurnished,2878.0,10,39.7,3.0
"2 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1280.0,New Property,Possession,7,Unfurnished,3411.0,14,43.7,2.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Carpet Area,700.0,New Property,Possession,6,Unfurnished,3739.0,14,43.0,2.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1185.0,New Property,Ready to Move,5,Unfurnished,3784.0,14,44.8,2.0
3 BHK Apartment for Sale in Godadara Surat,Super Area,1735.0,Resale,Possession,7,Unfurnished,2854.0,14,49.5,3.0
1 BHK Apartment for Sale in Palanpur Surat,Carpet Area,424.0,New Property,Possession,5,Unfurnished,3507.0,14,28.5,1.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,734.0,New Property,Possession,6,Unfurnished,3371.0,12,45.0,2.0
1 BHK Apartment for Sale in Dindoli Surat,Super Area,810.0,New Property,Possession,4,Unfurnished,2444.0,7,19.8,1.0
2 BHK  House for Sale in Palsana Surat,Super Area,648.0,New Property,Ready to Move,0,Unfurnished,3009.0,1,19.5,2.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,1150.0,Resale,Ready to Move,4,Unfurnished,2750.0,5,44.0,3.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1248.0,New Property,Possession,9,Unfurnished,4006.0,14,50.0,2.0
1 BHK Apartment for Sale in Vesu Surat,Super Area,750.0,Resale,Ready to Move,1,Unfurnished,2881.0,5,21.6,1.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1168.0,New Property,Ready to Move,5,Unfurnished,3682.0,12,43.0,2.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1180.0,New Property,Ready to Move,6,Unfurnished,3700.0,13,43.7,2.0
2 BHK Apartment for Sale in Surat Surat,Super Area,1305.0,New Property,Ready to Move,5,Unfurnished,3678.0,14,48.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,850.0,Resale,Ready to Move,5,Unfurnished,3750.0,5,45.0,2.0
2 BHK Apartment for Sale in Godadara Surat,Carpet Area,688.0,New Property,Possession,7,Unfurnished,3600.0,14,45.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1191.0,Resale,Ready to Move,3,Semi-Furnished,2847.0,5,33.9,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Possession,4,Unfurnished,3949.0,19,44.5,2.0
"2 BHK Apartment for Sale in Nakshatra Solitaire, Palanpur Surat",Super Area,1203.0,Resale,Ready to Move,10,Unfurnished,3534.0,13,42.5,2.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1233.0,New Property,Ready to Move,7,Unfurnished,3350.0,14,41.3,2.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,700.0,New Property,Ready to Move,9,Unfurnished,3692.0,14,48.0,2.0
2 BHK Apartment for Sale in Agam residensy Surat,Super Area,1200.0,Resale,Ready to Move,3,Unfurnished,4167.0,5,50.0,2.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1205.0,Resale,Ready to Move,3,Unfurnished,3900.0,5,47.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1075.0,Resale,Ready to Move,5,Unfurnished,4465.0,5,48.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1175.0,Resale,Ready to Move,2,Furnished,3574.0,12,42.0,2.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,750.0,Resale,Ready to Move,9,Semi-Furnished,3732.0,14,48.5,2.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1100.0,Resale,Ready to Move,5,Unfurnished,2909.0,13,32.0,2.0
2 BHK Apartment for Sale in Adajan Surat,Super Area,1100.0,Resale,Ready to Move,3,Unfurnished,3455.0,7,38.0,2.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,950.0,Resale,Ready to Move,10,Furnished,2069.0,13,30.0,3.0
2 BHK Builder Floor for Sale in Katar Gam Surat,Carpet Area,925.0,Resale,Ready to Move,3,Semi-Furnished,2256.0,4,22.0,2.0
"2 BHK Apartment for Sale in Vaishnodevi Residency, Dahin Nagar Surat",Carpet Area,700.0,Resale,Ready to Move,4,Semi-Furnished,3182.0,5,35.0,2.0
1 BHK Apartment for Sale in Suman ashish Surat,Super Area,350.0,Resale,Ready to Move,2,Unfurnished,3429.0,7,12.0,1.0
3 BHK  House for Sale in Dandi Road Surat,Carpet Area,600.0,Resale,Ready to Move,1,Unfurnished,3542.0,1,42.5,3.0
2 BHK Apartment for Sale in Udhna Surat,Super Area,1100.0,Resale,Ready to Move,0,Furnished,2636.0,4,29.0,2.0
2 BHK Apartment for Sale in Pal Gam Surat,Carpet Area,1050.0,Resale,Ready to Move,2,Unfurnished,3502.0,5,45.0,2.0
"2 BHK Apartment for Sale in Govindji Park, Umra Surat",Super Area,1200.0,Resale,Ready to Move,4,Unfurnished,3750.0,7,45.0,2.0
3 BHK Apartment for Sale in veer savarkar heights Surat,Carpet Area,800.0,Resale,Ready to Move,8,Unfurnished,3250.0,13,26.0,3.0
"3 BHK Apartment for Sale in Penttagon, Palanpur Gam Surat",Super Area,1384.0,New Property,Ready to Move,6,Unfurnished,3512.0,13,48.6,3.0
2 BHK Apartment for Sale in laxmi homes Surat,Carpet Area,610.0,Resale,Ready to Move,8,Unfurnished,3423.0,14,38.0,2.0
"1 BHK Apartment for Sale in Orchid Infinity, Palan Pur Patiya Surat",Carpet Area,400.0,Resale,Ready to Move,5,Semi-Furnished,3615.0,13,27.5,1.0
"2 BHK Apartment for Sale in Swicon Wings, Jahangirabad Surat",Super Area,1320.0,Resale,Ready to Move,6,Unfurnished,3561.0,13,47.0,2.0
"2 BHK Apartment for Sale in Swagat Clifton, Althan Surat",Super Area,1252.0,Resale,Ready to Move,11,Unfurnished,3994.0,14,50.0,2.0
2 BHK Apartment for Sale in Jahangirpura Surat,Super Area,1170.0,Resale,Ready to Move,5,Unfurnished,2522.0,5,29.5,2.0
4 BHK  House for Sale in Udhana Surat,Carpet Area,1080.0,Resale,Ready to Move,1,Unfurnished,3796.0,2,41.0,4.0
"2 BHK Apartment for Sale in Amber Palace, Nan Pura Surat",Carpet Area,1150.0,Resale,Ready to Move,6,Unfurnished,3043.0,7,35.0,2.0
1 BHK Apartment for Sale in Athwa Gate Surat,Super Area,675.0,Resale,Ready to Move,2,Semi-Furnished,2963.0,10,20.0,1.0
2 BHK Apartment for Sale in NavYug College Surat,Carpet Area,1050.0,Resale,Ready to Move,4,Furnished,3333.0,4,35.0,2.0
2 BHK Apartment for Sale in Kadodara Surat,Super Area,682.0,Resale,Ready to Move,2,Unfurnished,2346.0,5,16.0,2.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,1250.0,Resale,Ready to Move,1,Unfurnished,3200.0,4,40.0,2.0
2 BHK Apartment for Sale in Dindoli Surat,Carpet Area,659.0,New Property,Ready to Move,8,Unfurnished,2641.0,8,30.0,2.0
"2 BHK Apartment for Sale in Griva Shivalik Residency, Bhimrad Surat",Carpet Area,642.0,New Property,Ready to Move,5,Unfurnished,3895.0,14,45.5,2.0
"2 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Super Area,1278.0,New Property,Possession,6,Unfurnished,3861.0,14,49.3,2.0
"2 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,1265.0,New Property,Possession,7,Unfurnished,3411.0,14,43.1,2.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1251.0,New Property,Ready to Move,5,Unfurnished,3800.0,14,47.5,2.0
2 BHK Apartment for Sale in Godadara Surat,Super Area,1275.0,Resale,Possession,5,Unfurnished,2863.0,14,36.5,2.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,690.0,New Property,Ready to Move,10,Unfurnished,3745.0,14,47.0,2.0
2 BHK Apartment for Sale in Palan Pur Patiya Surat,Carpet Area,750.0,New Property,Possession,14,Unfurnished,3200.0,14,42.2,2.0
2 BHK Apartment for Sale in Vanakala Surat,Carpet Area,660.0,New Property,Possession,5,Unfurnished,3083.0,14,37.0,2.0
3 BHK  House for Sale in Palsana Surat,Super Area,864.0,New Property,Ready to Move,0,Unfurnished,3125.0,1,27.0,3.0
1 BHK Apartment for Sale in Palan Pur Patiya Surat,Carpet Area,425.0,New Property,Ready to Move,8,Unfurnished,3659.0,13,28.2,1.0
2 BHK Apartment for Sale in Althan Surat,Super Area,1241.0,New Property,Possession,5,Unfurnished,3651.0,14,45.3,2.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,Resale,Ready to Move,5,Unfurnished,3514.0,15,44.0,2.0
2 BHK Apartment for Sale in Althan Surat,Carpet Area,680.0,New Property,Ready to Move,5,Unfurnished,3951.0,13,48.8,2.0
"2 BHK Apartment for Sale in Shubham Residency, Pal Surat",Super Area,1300.0,Resale,Ready to Move,5,Furnished,3846.0,13,50.0,2.0
"2 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1252.0,New Property,Ready to Move,7,Unfurnished,3994.0,12,50.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1205.0,New Property,Ready to Move,5,Unfurnished,2851.0,13,34.4,2.0
"2 BHK Apartment for Sale in Shree Krishna Dreams, Godadara Surat",Carpet Area,723.0,New Property,Ready to Move,7,Unfurnished,3451.0,13,43.8,2.0
"2 BHK Apartment for Sale in Crystal Avenue, Palanpur Gam Surat",Super Area,1245.0,Resale,Ready to Move,2,Semi-Furnished,2811.0,5,35.0,2.0
2 BHK  House for Sale in Masma Village Surat,Carpet Area,1200.0,Resale,Ready to Move,0,Unfurnished,2412.0,1,30.5,2.0
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Possession,15,Unfurnished,3914.0,19,44.1,2.0
"2 BHK Apartment for Sale in Narayan Coral Heights, Palanpur Surat",Super Area,1246.0,Resale,Ready to Move,5,Furnished,4013.0,13,50.0,2.0
1 BHK Apartment for Sale in Parvat Patiya Surat,Super Area,380.0,Resale,Ready to Move,3,Unfurnished,2500.0,10,9.5,1.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1140.0,Resale,Ready to Move,1,Unfurnished,3684.0,5,42.0,2.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,800.0,Resale,Ready to Move,5,Unfurnished,3435.0,12,45.0,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1360.0,New Property,Possession,3,Unfurnished,3309.0,13,45.0,2.0
2 BHK Apartment for Sale in Pal Gam Surat,Super Area,1205.0,Resale,Ready to Move,4,Semi-Furnished,3734.0,5,45.0,2.0
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,675.0,Resale,Ready to Move,6,Unfurnished,3759.0,14,38.0,2.0
1 BHK Apartment for Sale in Palanpur Surat,Super Area,750.0,Resale,Ready to Move,6,Unfurnished,3333.0,12,25.0,1.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,780.0,Resale,Ready to Move,6,Furnished,3837.0,10,48.0,2.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1051.0,Resale,Ready to Move,4,Furnished,3996.0,12,42.0,2.0
2 BHK Apartment for Sale in Jahangir Pura Surat,Super Area,1200.0,New Property,Possession,8,Unfurnished,3000.0,14,36.0,2.0
2 BHK Apartment for Sale in Minaxi Wadi Surat,Super Area,925.0,Resale,Ready to Move,3,Unfurnished,2378.0,4,22.0,2.0
"3 BHK Apartment for Sale in Green City, Pal Surat",Super Area,1505.0,Resale,Ready to Move,8,Unfurnished,3189.0,13,48.0,3.0
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,1150.0,Resale,Ready to Move,3,Semi-Furnished,3477.0,5,44.5,2.0
"1 BHK Apartment for Sale in Swicon Wings, Jahangirabad Surat",Super Area,735.0,Resale,Ready to Move,5,Unfurnished,3743.0,14,27.5,1.0
"2 BHK Apartment for Sale in Vaishnodevi Kingswood, Jahangirabad Surat",Carpet Area,800.0,New Property,Possession,5,Unfurnished,2868.0,13,38.0,2.0
"1 BHK Apartment for Sale in Omkar Residency, Palan Pur Patiya Surat",Super Area,750.0,Resale,Ready to Move,5,Semi-Furnished,3067.0,13,23.0,1.0
2 BHK Apartment for Sale in Dindoli Surat,Carpet Area,688.0,New Property,Ready to Move,8,Unfurnished,2700.0,8,32.0,2.0
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1215.0,New Property,Possession,6,Unfurnished,3991.0,14,48.5,2.0
"2 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1250.0,New Property,Ready to Move,6,Unfurnished,3535.0,14,44.2,2.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,725.0,New Property,Ready to Move,3,Unfurnished,3751.0,14,46.9,2.0
3 BHK Apartment for Sale in Vanakala Surat,Carpet Area,852.0,New Property,Possession,5,Unfurnished,3206.0,14,49.7,3.0
2 BHK Apartment for Sale in Dindoli Surat,Super Area,1170.0,New Property,Possession,4,Unfurnished,2691.0,11,31.5,2.0
1 BHK  House for Sale in Palsana Surat,Super Area,450.0,New Property,Ready to Move,0,Unfurnished,2889.0,1,13.0,1.0
1 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,421.0,New Property,Ready to Move,14,Unfurnished,3846.0,14,29.5,1.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1280.0,New Property,Possession,7,Unfurnished,3251.0,14,41.6,2.0
"2 BHK Apartment for Sale in Swagat Callista, Bamroli Surat",Super Area,1240.0,New Property,Ready to Move,9,Unfurnished,3629.0,14,45.0,2.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1050.0,Resale,Ready to Move,4,Unfurnished,3143.0,6,33.0,2.0
"2 BHK Apartment for Sale in Times Galaxy, Bhesan Gam Surat",Super Area,1155.0,Resale,Ready to Move,7,Semi-Furnished,3290.0,13,38.0,2.0
"2 BHK Apartment for Sale in Chanchal Rang Raag Residency, Jahangir Pura Surat",Carpet Area,865.0,Resale,Ready to Move,9,Unfurnished,2646.0,12,35.3,2.0
2 BHK Apartment for Sale in Pal Surat,Super Area,1127.0,New Property,Possession,7,Unfurnished,4000.0,19,45.1,2.0
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,707.0,Resale,Ready to Move,8,Unfurnished,3616.0,13,44.1,2.0
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1248.0,Resale,Ready to Move,5,Furnished,3926.0,11,49.0,2.0
"1 BHK Apartment for Sale in Orchid Infinity, Palan Pur Patiya Surat",Carpet Area,400.0,Resale,Ready to Move,7,Furnished,4000.0,13,30.0,1.0
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Ready to Move,0,Unfurnished,2947.0,2,44.2,3.0
2 BHK Apartment for Sale in Surat Surat,Carpet Area,1285.0,Resale,Ready to Move,10,Unfurnished,3268.0,10,42.0,2.0
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,950.0,Resale,Ready to Move,10,Furnished,1621.0,13,23.5,3.0
"2 BHK Apartment for Sale in Vaishnodevi Ideal Homes, Dahin Nagar Surat",Super Area,1084.0,Resale,Ready to Move,2,Semi-Furnished,2768.0,5,30.0,2.0
"2 BHK Apartment for Sale in Green City, Pal Surat",Super Area,1201.0,Resale,Ready to Move,6,Unfurnished,3164.0,13,38.0,2.0
